eventdate,mealname,fcst_custcount,served_custcount,sold_custcount,itemname,fcst_prtncount,fcst_prtnsize,sold_prtncount,served_prtnsize
8/25/2025 0:00,Breakfast,295,312,312,POTATO TOTS SWEET (VN),,1/2 cup,,1/2 cup
8/25/2025 0:00,Breakfast,295,312,312,POTATOES HASH BROWNS (GF)(VN),,1/2 Cup,,1/2 Cup
8/25/2025 0:00,Breakfast,295,312,312,HOT CEREAL OATMEAL (VN),0,8 oz Cup,0,8 oz Cup
8/25/2025 0:00,Breakfast,295,312,312,VEGETABLES SAUTEED (GF)(VN)(T9),50,1/2 Cup,10,1/2 Cup
8/25/2025 0:00,Breakfast,295,312,312,TOFU SCRAMBLE BRUSCHETTA (GF)(VN),40,1/2 cup,24,1/2 cup
8/25/2025 0:00,Breakfast,295,312,312,EGGS SCRAMBLED (GF)(VGT),432,1/2 cup Serving,324,1/2 cup Serving
8/25/2025 0:00,Breakfast,295,312,312,SAUSAGE TURKEY LINKS (GF)(T9),180,2 Links,267,2 Links
8/25/2025 0:00,Breakfast,295,312,312,POTATOES SWEET HOME FRIES (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
8/25/2025 0:00,Breakfast,295,312,312,PANCAKES (VN),200,2 Pancake,200,2 Pancake
8/25/2025 0:00,Breakfast,295,312,312,MUFFINS CHOCOLATE CHOC CHIP BATTER (VGT),36,Muffin,36,Muffin
8/25/2025 0:00,Breakfast,295,312,312,MUFFINS APPLE CINNAMON BATTER (VGT),36,Muffin,36,Muffin
8/25/2025 0:00,Breakfast,295,312,312,DANISH ASSORT MINI SCHULS TREE NUT (VGT),36,Danish,48,Danish
8/25/2025 0:00,Lunch,820,820,820,PITA WEDGES (VN),300,4 Pieces,50,4 Pieces
8/25/2025 0:00,Lunch,820,820,820,HUMMUS (GF)(VN),300,1 oz Serving,320,1 oz Serving
8/25/2025 0:00,Lunch,820,820,820,SALAD LENTIL GREEK WITH FETA (GF)(VGT),200,2 oz Serving,160,2 oz Serving
8/25/2025 0:00,Lunch,820,820,820,CHIPS PITA FRIED (VN),400,4 Chips,80,4 Chips
8/25/2025 0:00,Lunch,820,820,820,TOFU BLACKENED (GF)(VN),110,3 oz Serving,192,3 oz Serving
8/25/2025 0:00,Lunch,820,820,820,VEGETABLE CREOLE (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
8/25/2025 0:00,Lunch,820,820,820,ARROZ A LA POBLANA (GF)(VN)(T9),,1 Serving,,1 Serving
8/25/2025 0:00,Lunch,820,820,820,CHICKEN THIGH BLACKENED (GF)(H)(T9),580,3 oz Piece,480,3 oz Piece
8/25/2025 0:00,Lunch,820,820,820,VEGETABLE CREOLE (GF)(VN)(T9),320,1/2 Cup,236,1/2 Cup
8/25/2025 0:00,Lunch,820,820,820,ARROZ A LA POBLANA (GF)(VN)(T9),370,1 Serving,213,1 Serving
8/25/2025 0:00,Lunch,820,820,820,CAVATAPPI W/ MARINARA SAUCE (VN),500,3 oz Serving,500,3 oz Serving
8/25/2025 0:00,Lunch,820,820,820,VEGETABLES ROASTED (GF)(VN)(T9),270,1 oz Serving,325,1 oz Serving
8/25/2025 0:00,Lunch,820,820,820,PIZZA BREAD (VGT),270,Slice,360,Slice
8/25/2025 0:00,Lunch,820,820,820,FLATBREAD PIZZA CHEESE (VGT),270,Slice,328,Slice
8/25/2025 0:00,Lunch,820,820,820,SHRIMP POPCORN,900,1/2 Cup,768,1/2 Cup
8/25/2025 0:00,Lunch,820,820,820,FISH COD PUB STYLE,700,3 oz Piece,640,3 oz Piece
8/25/2025 0:00,Lunch,820,820,820,HUSH PUPPIES (VGT),700,3 Hush Puppies,717,3 Hush Puppies
8/25/2025 0:00,Lunch,820,820,820,SALAD COLESLAW CREAMY (GF)(VGT),475,1/2 Cup,475,1/2 Cup
8/25/2025 0:00,Lunch,820,820,820,LEMON WEDGES (GF)(VN)(T9),280,Wedge,122,Wedge
8/25/2025 0:00,Lunch,820,820,820,TARTAR SAUCE (GF)(VGT),380,1 oz Serving,384,1 oz Serving
8/25/2025 0:00,Lunch,820,820,820,SAUCE COCKTAIL (GF)(VN)(T9),400,Tablespoon,324,Tablespoon
8/25/2025 0:00,Lunch,820,820,820,BARS BROWNIE DECADENCE (VGT),160,Brownie,160,Brownie
8/25/2025 0:00,Lunch,820,820,820,COOKIES CHOCOLATE CHUNK EB (VGT),370,Cookie,370,Cookie
8/25/2025 0:00,Lunch,820,820,820,COOKIES MAIZE AND BLUE EB (VGT),204,Cookie,204,Cookie
8/25/2025 0:00,Dinner,500,512,512,CHIPS PITA FRIED (VN),,4 Chips,,4 Chips
8/25/2025 0:00,Dinner,500,512,512,PITA WEDGES (VN),,4 Pieces,,4 Pieces
8/25/2025 0:00,Dinner,500,512,512,HUMMUS (GF)(VN),,1 oz Serving,,1 oz Serving
8/25/2025 0:00,Dinner,500,512,512,SALAD LENTIL GREEK WITH FETA (GF)(VGT),,2 oz Serving,,2 oz Serving
8/25/2025 0:00,Dinner,500,512,512,TOFU LEMON BAKED (GF)(VN),100,3 oz Piece,154,3 oz Piece
8/25/2025 0:00,Dinner,500,512,512,SAUCE A LA GRECQUE (GF)(VN)(T9),,2 oz Serving,,2 oz Serving
8/25/2025 0:00,Dinner,500,512,512,RICE BASMATI (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
8/25/2025 0:00,Dinner,500,512,512,CHICKEN THIGH LEMON ROASTED (GF)(H)(T9),533,3 oz,427,3 oz
8/25/2025 0:00,Dinner,500,512,512,SAUCE A LA GRECQUE (GF)(VN)(T9),250,2 oz Serving,200,2 oz Serving
8/25/2025 0:00,Dinner,500,512,512,RICE BASMATI (GF)(VN)(T9),330,1/2 Cup,200,1/2 Cup
8/25/2025 0:00,Dinner,500,512,512,CAVATAPPI W/ MARINARA SAUCE (VN),,3 oz Serving,435,3 oz Serving
8/25/2025 0:00,Dinner,500,512,512,VEGETABLES ROASTED (GF)(VN)(T9),,1 oz Serving,640,1 oz Serving
8/25/2025 0:00,Dinner,500,512,512,PIZZA BREAD (VGT),230,Slice,264,Slice
8/25/2025 0:00,Dinner,500,512,512,FLATBREAD PIZZA CHEESE (VGT),230,Slice,288,Slice
8/25/2025 0:00,Dinner,500,512,512,SHRIMP POPCORN,,1/2 Cup,,1/2 Cup
8/25/2025 0:00,Dinner,500,512,512,FISH COD PUB STYLE,,3 oz Piece,,3 oz Piece
8/25/2025 0:00,Dinner,500,512,512,HUSH PUPPIES (VGT),,3 Hush Puppies,,3 Hush Puppies
8/25/2025 0:00,Dinner,500,512,512,SALAD COLESLAW CREAMY (GF)(VGT),,1/2 Cup,,1/2 Cup
8/25/2025 0:00,Dinner,500,512,512,LEMON WEDGES (GF)(VN)(T9),,Wedge,,Wedge
8/25/2025 0:00,Dinner,500,512,512,TARTAR SAUCE (GF)(VGT),,1 oz Serving,,1 oz Serving
8/25/2025 0:00,Dinner,500,512,512,SAUCE COCKTAIL (GF)(VN)(T9),,Tablespoon,,Tablespoon
8/25/2025 0:00,Dinner,500,512,512,CHEESECAKE CHOCOLATE CHIP (VGT),224,Piece,224,Piece
8/25/2025 0:00,Dinner,500,512,512,COOKIES CHOCOLATE CHUNK EB (VGT),72,Cookie,72,Cookie
8/26/2025 0:00,Breakfast,305,407,407,POTATOES TRITATERS DEEP FRIED (VN),,2 Tritaters,,2 Tritaters
8/26/2025 0:00,Breakfast,305,407,407,HOT CEREAL OATMEAL (VN),0,8 oz Cup,0,8 oz Cup
8/26/2025 0:00,Breakfast,305,407,407,VEGETABLES SAUTEED (GF)(VN)(T9),60,1/2 Cup,60,1/2 Cup
8/26/2025 0:00,Breakfast,305,407,407,TOFU SCRAMBLE BRUSCHETTA (GF)(VN),50,1/2 cup,33,1/2 cup
8/26/2025 0:00,Breakfast,305,407,407,EGGS SCRAMBLED (GF)(VGT),432,1/2 cup Serving,216,1/2 cup Serving
8/26/2025 0:00,Breakfast,305,407,407,BACON PRECOOKED (GF)(T9),188,4 Slices,216,4 Slices
8/26/2025 0:00,Breakfast,305,407,407,POTATO TOTS SWEET (VN),,1/2 cup,133,1/2 cup
8/26/2025 0:00,Breakfast,305,407,407,WAFFLES GRILLED (VGT),144,1 Waffle,144,1 Waffle
8/26/2025 0:00,Breakfast,305,407,407,FRENCH TOAST CINNAMON SWIRL (VGT),,2 Slices,,2 Slices
8/26/2025 0:00,Breakfast,305,407,407,SCONES ASSORTED MINI FZ (VGT),36,Scone,48,Scone
8/26/2025 0:00,Breakfast,305,407,407,MUFFINS BLUEBERRY BATTER (VGT),36,Muffin,48,Muffin
8/26/2025 0:00,Breakfast,305,407,407,MUFFINS CRANBERRY ORANGE BATTER (VGT),36,Muffin,48,Muffin
8/26/2025 0:00,Lunch,880,675,675,BARS SMORES,160,Pieces,120,Pieces
8/26/2025 0:00,Lunch,880,675,675,CHICKEN 10 CUT HAWAIIAN (H),,Piece,,Piece
8/26/2025 0:00,Lunch,880,675,675,ZITI BAKED (H),,1/2 Cup,,1/2 Cup
8/26/2025 0:00,Lunch,880,675,675,CHICKEN BREAST MARRAKESH (GF)(H)(T9),,3 oz Piece,,3 oz Piece
8/26/2025 0:00,Lunch,880,675,675,SALSA MILD (GF)(VN)(T9),400,1/4 Cup,216,1/4 Cup
8/26/2025 0:00,Lunch,880,675,675,LETTUCE ICEBERG PRESHREDDED (GF)(VN)(T9),400,1 oz Serving,320,1 oz Serving
8/26/2025 0:00,Lunch,880,675,675,SOUR CREAM (GF)(VGT),500,1 oz Serving,368,1 oz Serving
8/26/2025 0:00,Lunch,880,675,675,CHEESE CHEDDAR SHREDDED (GF)(VGT),500,2 Tablespoons,160,2 Tablespoons
8/26/2025 0:00,Lunch,880,675,675,POTATOES TATER TOT PEANUT CHILI (VN),500,6 oz,160,6 oz
8/26/2025 0:00,Lunch,880,675,675,BEEF GROUND TACO (GF)(H)(T9),2080,1/4 Cup,1360,1/4 Cup
8/26/2025 0:00,Lunch,880,675,675,RICE TEX MEX (GF)(VN)(T9),650,1/2 Cup,480,1/2 Cup
8/26/2025 0:00,Lunch,880,675,675,BEANS PINTO SPICY CANNED (GF)(VN)(T9),300,1/2 Cup,267,1/2 Cup
8/26/2025 0:00,Lunch,880,675,675,TACO SHELLS (VN)(GF)(T9),800,Shell,800,Shell
8/26/2025 0:00,Lunch,880,675,675,CHICKEN 10 CUT SPICY (GF)(H)(T9),,3.5 oz Piece,,3.5 oz Piece
8/26/2025 0:00,Lunch,880,675,675,ARROZ A LA POBLANA (GF)(VN)(T9),,1 Serving,,1 Serving
8/26/2025 0:00,Lunch,880,675,675,VEGETABLES ROASTED (GF)(VN)(T9),100,1 oz Serving,100,1 oz Serving
8/26/2025 0:00,Lunch,880,675,675,FLATBREAD PIZZA PEPPERONI (H),348,Slice,304,Slice
8/26/2025 0:00,Lunch,880,675,675,FLATBREAD CHEESE (VGT),300,Piece,296,Piece
8/26/2025 0:00,Lunch,880,675,675,SANDWICH TURKEY CHIPOTLE FOCACCIA (H),500,Slice,442,Slice
8/26/2025 0:00,Lunch,880,675,675,CHIPS POTATO KETTLE (GF)(VN)(T9),350,1 oz Serving,320,1 oz Serving
8/26/2025 0:00,Lunch,880,675,675,CHIPS TORTILLA (GF)(VN)(T9),300,1 oz Serving,200,1 oz Serving
8/26/2025 0:00,Lunch,880,675,675,"TORTILLAS FLOUR 6"" (VN)",600,Tortilla,400,Tortilla
8/26/2025 0:00,Lunch,880,675,675,COOKIES CHOCOLATE CHUNK EB (VGT),408,Cookie,197,Cookie
8/26/2025 0:00,Lunch,880,675,675,COOKIES OATMEAL RAISIN EB (VGT),180,Cookie,58,Cookie
8/26/2025 0:00,Dinner,580,576,576,BEEF GROUND TACO (GF)(H)(T9),,1/4 Cup,,1/4 Cup
8/26/2025 0:00,Dinner,580,576,576,RICE TEX MEX (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
8/26/2025 0:00,Dinner,580,576,576,BEANS PINTO SPICY CANNED (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
8/26/2025 0:00,Dinner,580,576,576,TACO SHELLS (VN)(GF)(T9),,Shell,,Shell
8/26/2025 0:00,Dinner,580,576,576,SALSA MILD (GF)(VN)(T9),,1/4 Cup,,1/4 Cup
8/26/2025 0:00,Dinner,580,576,576,LETTUCE ICEBERG PRESHREDDED (GF)(VN)(T9),,1 oz Serving,,1 oz Serving
8/26/2025 0:00,Dinner,580,576,576,SOUR CREAM (GF)(VGT),,1 oz Serving,,1 oz Serving
8/26/2025 0:00,Dinner,580,576,576,CHEESE CHEDDAR SHREDDED (GF)(VGT),,2 Tablespoons,,2 Tablespoons
8/26/2025 0:00,Dinner,580,576,576,TEMPEH SWISS STEAK (VN),120,Serving,68,Serving
8/26/2025 0:00,Dinner,580,576,576,POTATO RED PAPRIKA ROASTED (GF)(VN)(T9),,3 oz Portion,,3 oz Portion
8/26/2025 0:00,Dinner,580,576,576,BRUSSELS SPROUTS ROASTED (GF)(VN)(T9),,3 oz Serving,,3 oz Serving
8/26/2025 0:00,Dinner,580,576,576,CHICKEN HERB GRILLED (GF)(H)(T9),640,3 oz Piece,426,3 oz Piece
8/26/2025 0:00,Dinner,580,576,576,GRAVY MUSHROOM (VN),300,1/4 Cup,220,1/4 Cup
8/26/2025 0:00,Dinner,580,576,576,POTATO RED PAPRIKA ROASTED (GF)(VN)(T9),500,3 oz Portion,352,3 oz Portion
8/26/2025 0:00,Dinner,580,576,576,BRUSSELS SPROUTS ROASTED (GF)(VN)(T9),,3 oz Serving,256,3 oz Serving
8/26/2025 0:00,Dinner,580,576,576,CAVATAPPI W/ MARINARA SAUCE (VN),300,3 oz Serving,200,3 oz Serving
8/26/2025 0:00,Dinner,580,576,576,VEGETABLES ROASTED (GF)(VN)(T9),200,1 oz Serving,320,1 oz Serving
8/26/2025 0:00,Dinner,580,576,576,FLATBREAD PIZZA PEPPERONI (H),300,Slice,280,Slice
8/26/2025 0:00,Dinner,580,576,576,FLATBREAD CHEESE (VGT),280,Piece,240,Piece
8/26/2025 0:00,Dinner,580,576,576,CHIPS TORTILLA (GF)(VN)(T9),,1 oz Serving,,1 oz Serving
8/26/2025 0:00,Dinner,580,576,576,"TORTILLAS FLOUR 6"" (VN)",,Tortilla,,Tortilla
8/26/2025 0:00,Dinner,580,576,576,BARS SMORES,,Pieces,,Pieces
8/26/2025 0:00,Dinner,580,576,576,COOKIES CHOC THUMB COCONUT (VN),100,Cookie,52,Cookie
8/26/2025 0:00,Dinner,580,576,576,COOKIES CHOCOLATE CHUNK EB (VGT),72,Cookie,0,Cookie
8/27/2025 0:00,Breakfast,295,380,380,SAUSAGE CHICKEN LINKS (GF)(H)(T9),189,2 Links,189,2 Links
8/27/2025 0:00,Breakfast,295,380,380,HOT CEREAL OATMEAL (VN),0,8 oz Cup,0,8 oz Cup
8/27/2025 0:00,Breakfast,295,380,380,VEGETABLES SAUTEED (GF)(VN)(T9),50,1/2 Cup,65,1/2 Cup
8/27/2025 0:00,Breakfast,295,380,380,TOFU SCRAMBLE BRUSCHETTA (GF)(VN),40,1/2 cup,29,1/2 cup
8/27/2025 0:00,Breakfast,295,380,380,EGGS SCRAMBLED (GF)(VGT),432,1/2 cup Serving,324,1/2 cup Serving
8/27/2025 0:00,Breakfast,295,380,380,SAUSAGE LINKS PORK (GF)(T9),,2 Links,,2 Links
8/27/2025 0:00,Breakfast,295,380,380,POTATOES O'BRIEN (GF)(VN)(T9),180,1/2 Cup,173,1/2 Cup
8/27/2025 0:00,Breakfast,295,380,380,FRENCH TOAST TEXAS (VGT),180,1 Slices,210,1 Slices
8/27/2025 0:00,Breakfast,295,380,380,BANANA'S FOSTER (GF)(VGT),48,1/4 Cup,16,1/4 Cup
8/27/2025 0:00,Breakfast,295,380,380,MUFFINS CAPPUCCINO CHOC CHIP BATTER(VGT),36,Muffin,48,Muffin
8/27/2025 0:00,Breakfast,295,380,380,MUFFINS LEMON POPPYSEED BATTER (VGT),36,Muffin,48,Muffin
8/27/2025 0:00,Breakfast,295,380,380,DONUTS CHOCOLATE ICED (VGT),36,Donut,48,Donut
8/27/2025 0:00,Lunch,820,830,830,PANEER CURRY W/ PEAS MONSOON (VGT),400,4 oz,412,4 oz
8/27/2025 0:00,Lunch,820,830,830,VEGETABLES ROASTED (GF)(VN)(T9),240,1 oz Serving,500,1 oz Serving
8/27/2025 0:00,Lunch,820,830,830,CHIPS PITA FRIED (VN),,4 Chips,,4 Chips
8/27/2025 0:00,Lunch,820,830,830,PITA WEDGES (VN),,4 Pieces,,4 Pieces
8/27/2025 0:00,Lunch,820,830,830,HUMMUS (GF)(VN),,1 oz Serving,160,1 oz Serving
8/27/2025 0:00,Lunch,820,830,830,SALAD LENTIL GREEK WITH FETA (GF)(VGT),,2 oz Serving,80,2 oz Serving
8/27/2025 0:00,Lunch,820,830,830,CUCUMBER PICKLED (GF)(VN)(T9),,1 oz Portion,,1 oz Portion
8/27/2025 0:00,Lunch,820,830,830,RED ONIONS PICKLED (GF)(VN)(T9),,1 oz Serving,,1 oz Serving
8/27/2025 0:00,Lunch,820,830,830,PASTA CAVATAPPI (VN),600,3 oz Serving,1000,3 oz Serving
8/27/2025 0:00,Lunch,820,830,830,SAUCE TOMATO BASIL (GF)(VN)(T9),450,1/2 Cup,490,1/2 Cup
8/27/2025 0:00,Lunch,820,830,830,BREAD CIABATTA GARLIC (VN),800,Piece,700,Piece
8/27/2025 0:00,Lunch,820,830,830,VEGETABLES ROASTED (GF)(VN)(T9),300,1 oz Serving,300,1 oz Serving
8/27/2025 0:00,Lunch,820,830,830,CHICKEN VINDALOO MONSOON (GF)(H)(T9),600,4 oz Serving,360,4 oz Serving
8/27/2025 0:00,Lunch,820,830,830,RICE BASMATI (GF)(VN)(T9),400,1/2 Cup,432,1/2 Cup
8/27/2025 0:00,Lunch,820,830,830,VEGETABLES ROASTED (GF)(VN)(T9),400,1 oz Serving,500,1 oz Serving
8/27/2025 0:00,Lunch,820,830,830,FLATBREAD PIZZA PEPPERONI (H),300,Slice,536,Slice
8/27/2025 0:00,Lunch,820,830,830,FLATBREAD PIZZA CHEESE (VGT),300,Slice,472,Slice
8/27/2025 0:00,Lunch,820,830,830,CHICKEN THIGH PARM HERB GRILLED (GF)(H),1280,3 oz Serving,1173,3 oz Serving
8/27/2025 0:00,Lunch,820,830,830,SALAD TEXAS CAESAR (VGT),850,1/2 Cup,720,1/2 Cup
8/27/2025 0:00,Lunch,820,830,830,BARS BLONDIES PLATINUM (VGT),160,Pieces,122,Pieces
8/27/2025 0:00,Lunch,820,830,830,COOKIES CHOCOLATE CHUNK EB (VGT),408,Cookie,353,Cookie
8/27/2025 0:00,Lunch,820,830,830,COOKIES WHITE CHOC MACADAMIA EB (VGT),204,Cookie,0,Cookie
8/27/2025 0:00,Dinner,470,844,844,CHIPS PITA FRIED (VN),,4 Chips,,4 Chips
8/27/2025 0:00,Dinner,470,844,844,PITA WEDGES (VN),,4 Pieces,,4 Pieces
8/27/2025 0:00,Dinner,470,844,844,HUMMUS (GF)(VN),,1 oz Serving,,1 oz Serving
8/27/2025 0:00,Dinner,470,844,844,SALAD LENTIL GREEK WITH FETA (GF)(VGT),,2 oz Serving,,2 oz Serving
8/27/2025 0:00,Dinner,470,844,844,LENTILS (GF)(VN)(T9),96,Ounce,128,Ounce
8/27/2025 0:00,Dinner,470,844,844,PEPPERS MIXED SAUTEED (GF)(VN)(T9),96,2 oz Serving,96,2 oz Serving
8/27/2025 0:00,Dinner,470,844,844,RICE BASMATI (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
8/27/2025 0:00,Dinner,470,844,844,CABBAGE NAPA SAUTEED (GF)(VN)(T9),96,4 oz,60,4 oz
8/27/2025 0:00,Dinner,470,844,844,LAMB APRICOT TAGINE (GF)(H)(T9),500,1/4 Cup Serving,379,1/4 Cup Serving
8/27/2025 0:00,Dinner,470,844,844,RICE BASMATI (GF)(VN)(T9),450,1/2 Cup,360,1/2 Cup
8/27/2025 0:00,Dinner,470,844,844,VEGETABLES ROASTED (GF)(VN)(T9),400,1 oz Serving,1120,1 oz Serving
8/27/2025 0:00,Dinner,470,844,844,PASTA CAVATAPPI (VN),,3 oz Serving,,3 oz Serving
8/27/2025 0:00,Dinner,470,844,844,SAUCE TOMATO BASIL (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
8/27/2025 0:00,Dinner,470,844,844,BREAD CIABATTA GARLIC (VN),,Piece,,Piece
8/27/2025 0:00,Dinner,470,844,844,VEGETABLES ROASTED (GF)(VN)(T9),,1 oz Serving,,1 oz Serving
8/27/2025 0:00,Dinner,470,844,844,FLATBREAD PIZZA PEPPERONI (H),300,Slice,256,Slice
8/27/2025 0:00,Dinner,470,844,844,FLATBREAD PIZZA CHEESE (VGT),300,Slice,304,Slice
8/27/2025 0:00,Dinner,470,844,844,CHICKEN THIGH PARM HERB GRILLED (GF)(H),,3 oz Serving,,3 oz Serving
8/27/2025 0:00,Dinner,470,844,844,SALAD TEXAS CAESAR (VGT),,1/2 Cup,,1/2 Cup
8/27/2025 0:00,Dinner,470,844,844,CAKE TUXEDO SHEET (VN),140,Piece,140,Piece
8/27/2025 0:00,Dinner,470,844,844,COOKIES CHOCOLATE CHUNK EB (VGT),72,Cookie,72,Cookie
8/28/2025 0:00,Breakfast,305,345,345,SAUSAGE POLISH (GF),120,Sausage,120,Sausage
8/28/2025 0:00,Breakfast,305,345,345,HOT CEREAL OATMEAL (VN),,8 oz Cup,,8 oz Cup
8/28/2025 0:00,Breakfast,305,345,345,VEGETABLES SAUTEED (GF)(VN)(T9),50,1/2 Cup,65,1/2 Cup
8/28/2025 0:00,Breakfast,305,345,345,TOFU SCRAMBLE BRUSCHETTA (GF)(VN),40,1/2 cup,29,1/2 cup
8/28/2025 0:00,Breakfast,305,345,345,EGGS SCRAMBLED (GF)(VGT),432,1/2 cup Serving,324,1/2 cup Serving
8/28/2025 0:00,Breakfast,305,345,345,SAUSAGE PATTIES CHICKEN (GF)(T9),,Patty,,Patty
8/28/2025 0:00,Breakfast,305,345,345,POTATO RED ROASTED DUO (GF)(VN)(T9),140,1/2 Cup,189,1/2 Cup
8/28/2025 0:00,Breakfast,305,345,345,PANCAKES BLUEBERRY BUTTERMILK (VGT),300,Pancake,307,Pancake
8/28/2025 0:00,Breakfast,305,345,345,MUFFINS CHOCOLATE CHOC CHIP BATTER (VGT),36,Muffin,48,Muffin
8/28/2025 0:00,Breakfast,305,345,345,MUFFINS APPLE CINNAMON BATTER (VGT),36,Muffin,48,Muffin
8/28/2025 0:00,Breakfast,305,345,345,CROISSANT CHOCOLATE PILLSBURY (VGT),36,Each,48,Each
8/28/2025 0:00,Lunch,790,689,689,SALAD CORN SPICY ESQUITES (GF)(VGT),,3 oz Serving,,3 oz Serving
8/28/2025 0:00,Lunch,790,689,689,BARS RICE KRISPIE TREATS SCRATCH,160,Bar,100,Bar
8/28/2025 0:00,Lunch,790,689,689,SHRIMP CHILI LIME (GF)(H),1000,3 oz Serving,620,3 oz Serving
8/28/2025 0:00,Lunch,790,689,689,ONIONS GREEN CHOPPED (GF)(VN)(T9),,1/4 Cup,,1/4 Cup
8/28/2025 0:00,Lunch,790,689,689,ARROZ A LA POBLANA (GF)(VN)(T9),,1 Serving,,1 Serving
8/28/2025 0:00,Lunch,790,689,689,SALSA CORN & BLACK BEAN (GF)(VN)(T9),,2 oz Serving,,2 oz Serving
8/28/2025 0:00,Lunch,790,689,689,CHIPS PITA FRIED (VN),,4 Chips,,4 Chips
8/28/2025 0:00,Lunch,790,689,689,PITA WEDGES (VN),,4 Pieces,,4 Pieces
8/28/2025 0:00,Lunch,790,689,689,HUMMUS (GF)(VN),,1 oz Serving,,1 oz Serving
8/28/2025 0:00,Lunch,790,689,689,SALAD LENTIL GREEK WITH FETA (GF)(VGT),,2 oz Serving,,2 oz Serving
8/28/2025 0:00,Lunch,790,689,689,TOFU CHERRY GLAZED (GF)(VN),120,3 oz Serving,160,3 oz Serving
8/28/2025 0:00,Lunch,790,689,689,POTATOES SWEET CAJUN STYLE (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
8/28/2025 0:00,Lunch,790,689,689,VEGETABLES ROASTED (GF)(VN)(T9),,1 oz Serving,,1 oz Serving
8/28/2025 0:00,Lunch,790,689,689,SALAD SEAFOOD,,4 oz Serving,,4 oz Serving
8/28/2025 0:00,Lunch,790,689,689,CHICKEN DRUMSTICKS BBQ (GF)(H)(T9),500,2 Drumsticks,310,2 Drumsticks
8/28/2025 0:00,Lunch,790,689,689,POTATOES SWEET CAJUN STYLE (GF)(VN)(T9),400,1/2 Cup,320,1/2 Cup
8/28/2025 0:00,Lunch,790,689,689,VEGETABLES ROASTED (GF)(VN)(T9),375,1 oz Serving,960,1 oz Serving
8/28/2025 0:00,Lunch,790,689,689,MACARONI & CHEESE (VGT),672,1/2 Cup,336,1/2 Cup
8/28/2025 0:00,Lunch,790,689,689,SALSA MILD (GF)(VN)(T9),,1/4 Cup,,1/4 Cup
8/28/2025 0:00,Lunch,790,689,689,CHIPS TORTILLA (GF)(VN)(T9),,1 oz Serving,,1 oz Serving
8/28/2025 0:00,Lunch,790,689,689,NACHO CHEESE SAUCE (VGT)(GF),,1/4 Cup,,1/4 Cup
8/28/2025 0:00,Lunch,790,689,689,BEEF GROUND TACO MEAT (GF)(H)(T9),,1/4 Cup,,1/4 Cup
8/28/2025 0:00,Lunch,790,689,689,FLATBREAD PIZZA PEPPERONI (H),300,Slice,544,Slice
8/28/2025 0:00,Lunch,790,689,689,FLATBREAD PIZZA CHEESE (VGT),300,Slice,344,Slice
8/28/2025 0:00,Lunch,790,689,689,LIME WEDGES (GF)(VN)(T9),400,Wedge,173,Wedge
8/28/2025 0:00,Lunch,790,689,689,RED ONIONS PICKLED (GF)(VN)(T9),400,1 oz Serving,200,1 oz Serving
8/28/2025 0:00,Lunch,790,689,689,COOKIES CHOCOLATE CHUNK EB (VGT),408,Cookie,365,Cookie
8/28/2025 0:00,Lunch,790,689,689,COOKIES MAIZE AND BLUE EB (VGT),204,Cookie,143,Cookie
8/28/2025 0:00,Dinner,470,450,450,SALAD CORN SPICY ESQUITES (GF)(VGT),,3 oz Serving,,3 oz Serving
8/28/2025 0:00,Dinner,470,450,450,SHRIMP CHILI LIME (GF)(H),,3 oz Serving,,3 oz Serving
8/28/2025 0:00,Dinner,470,450,450,CHIPS PITA FRIED (VN),,4 Chips,,4 Chips
8/28/2025 0:00,Dinner,470,450,450,PITA WEDGES (VN),,4 Pieces,,4 Pieces
8/28/2025 0:00,Dinner,470,450,450,HUMMUS (GF)(VN),,1 oz Serving,,1 oz Serving
8/28/2025 0:00,Dinner,470,450,450,SALAD LENTIL GREEK WITH FETA (GF)(VGT),,2 oz Serving,,2 oz Serving
8/28/2025 0:00,Dinner,470,450,450,SQUASH BUTTERNUT BAKED (GF)(VN)(T9),96,1/2 Cup,100,1/2 Cup
8/28/2025 0:00,Dinner,470,450,450,RED BEANS & RICE (GF)(VN)(T9),96,1/2 Cup,176,1/2 Cup
8/28/2025 0:00,Dinner,470,450,450,VEGETABLES ROASTED (GF)(VN)(T9),200,1 oz Serving,160,1 oz Serving
8/28/2025 0:00,Dinner,470,450,450,BURGER BEEF PATTY WOLVERINE (H)(GF)(T9),,Patty,,Patty
8/28/2025 0:00,Dinner,470,450,450,BUNS HAMBURGER METRO (VN),,Bun,,Bun
8/28/2025 0:00,Dinner,470,450,450,FLATBREAD PIZZA PEPPERONI (H),300,Slice,312,Slice
8/28/2025 0:00,Dinner,470,450,450,FLATBREAD PIZZA CHEESE (VGT),300,Slice,208,Slice
8/28/2025 0:00,Dinner,470,450,450,SF CHICKEN THIGH MOO SHOO,400,3 oz Serving,191,3 oz Serving
