eventdate,mealname,fcst_custcount,served_custcount,sold_custcount,itemname,fcst_prtncount,fcst_prtnsize,sold_prtncount,served_prtnsize
9/15/2025 0:00,Dinner,500,560,560,SALAD QUINOA MEDITERRANEAN (VGT)(GF),,Salad,,Salad
9/15/2025 0:00,Dinner,500,560,560,TAGINE CHICKPEA & VEGETABLE (GF)(VN)(T9),120,3 Oz,80,3 Oz
9/15/2025 0:00,Dinner,500,560,560,QUINOA (VN)(GF)(T9),80,1/2 Cup,53,1/2 Cup
9/15/2025 0:00,Dinner,500,560,560,VEGETABLES ROASTED (GF)(VN)(T9),120,1 oz Serving,140,1 oz Serving
9/15/2025 0:00,Dinner,500,560,560,CHICKEN THIGH NACHOS ZESTY (GF)(H),400,5 oz Serving,600,5 oz Serving
9/15/2025 0:00,Dinner,500,560,560,CAVATAPPI W/ MARINARA SAUCE (VN),,3 oz Serving,,3 oz Serving
9/15/2025 0:00,Dinner,500,560,560,VEGETABLES ROASTED (GF)(VN)(T9),,1 oz Serving,,1 oz Serving
9/15/2025 0:00,Dinner,500,560,560,FLATBREAD PIZZA ONION & CHICKEN (H),300,Slice,300,Slice
9/15/2025 0:00,Dinner,500,560,560,FLATBREAD PIZZA CHEESE (VGT),300,Slice,300,Slice
9/15/2025 0:00,Dinner,500,560,560,FISH TACO,427,Taco,300,Taco
9/15/2025 0:00,Dinner,500,560,560,SALAD CORN SPICY ESQUITES (GF)(VGT),300,3 oz Serving,225,3 oz Serving
9/15/2025 0:00,Dinner,500,560,560,"CHEESECAKE 9"" ROUND (VGT)",256,Piece,196,Piece
9/15/2025 0:00,Dinner,500,560,560,COOKIES CHOCOLATE CHUNK EB (VGT),72,Cookie,72,Cookie
9/16/2025 0:00,Breakfast,305,283,283,SMOOTHIE PASSIONFRUIT MANGO (GF)(VGT),0,6 oz,0,6 oz
9/16/2025 0:00,Breakfast,305,283,283,WAFFLES BELGIAN PREMADE (VGT),0,Waffle,0,Waffle
9/16/2025 0:00,Breakfast,305,283,283,HOT CEREAL OATMEAL (VN),0,8 oz Cup,0,8 oz Cup
9/16/2025 0:00,Breakfast,305,283,283,VEGETABLES SAUTEED (GF)(VN)(T9),50,1/2 Cup,50,1/2 Cup
9/16/2025 0:00,Breakfast,305,283,283,TOFU SCRAMBLE BRUSCHETTA (GF)(VN),40,1/2 cup,29,1/2 cup
9/16/2025 0:00,Breakfast,305,283,283,EGGS SCRAMBLED (GF)(VGT),432,1/2 cup Serving,432,1/2 cup Serving
9/16/2025 0:00,Breakfast,305,283,283,BACON PRECOOKED (GF)(T9),188,4 Slices,216,4 Slices
9/16/2025 0:00,Breakfast,305,283,283,POTATOES HASH BROWNS (GF)(VN),,1/2 Cup,,1/2 Cup
9/16/2025 0:00,Breakfast,305,283,283,FRENCH TOAST STICKS DEEP FRIED (VGT),,3 Sticks,150,4 Sticks
9/16/2025 0:00,Breakfast,305,283,283,POTATOES SOUTHERN STYLE (GF)(VN)(T9),200,1/2 Cup,200,1/2 Cup
9/16/2025 0:00,Breakfast,305,283,283,DONUTS VANILLA ICED (VGT),36,Donut,48,Donut
9/16/2025 0:00,Breakfast,305,283,283,MUFFINS BLUEBERRY BATTER (VGT),36,Muffin,48,Muffin
9/16/2025 0:00,Breakfast,305,283,283,MUFFINS LEMON POPPYSEED BATTER (VGT),36,Muffin,48,Muffin
9/16/2025 0:00,Lunch,820,811,811,BARS BROWNIE RASPBERRY CHEESECAKE (VGT),0,Bars,0,Bars
9/16/2025 0:00,Lunch,820,811,811,TOFU MARINATED BANH MI (GF)(VN),120,3 oz Serving,120,3 oz Serving
9/16/2025 0:00,Lunch,820,811,811,BURGER TURKEY WHITE,420,Burger,420,Burger
9/16/2025 0:00,Lunch,820,811,811,SALSA MILD (GF)(VN)(T9),400,1/4 Cup,400,1/4 Cup
9/16/2025 0:00,Lunch,820,811,811,LETTUCE ICEBERG PRESHREDDED (GF)(VN)(T9),400,1 oz Serving,400,1 oz Serving
9/16/2025 0:00,Lunch,820,811,811,SOUR CREAM (GF)(VGT),500,1 oz Serving,500,1 oz Serving
9/16/2025 0:00,Lunch,820,811,811,SHREDDED MEXICAN CHEESE BLEND(GF)(VGT),500,1/8 cup,500,1/8 cup
9/16/2025 0:00,Lunch,820,811,811,TOFU MONGOLIAN W/ FRIED NOODLES (VN),,1/2 Cup,,1/2 Cup
9/16/2025 0:00,Lunch,820,811,811,VEGETABLES PICKLED (GF)(VN)(T9),80,1 oz Serving,80,1 oz Serving
9/16/2025 0:00,Lunch,820,811,811,HUMMUS CILANTRO (GF)(VN),96,1 oz Serving,96,1 oz Serving
9/16/2025 0:00,Lunch,820,811,811,CUCUMBER SLICES (GF)(VN)(T9),80,1 oz Portion,80,1 oz Portion
9/16/2025 0:00,Lunch,820,811,811,PEPPERS JALAPENO SLICED (GF)(VN)(T9),80,Tablespoon,80,Tablespoon
9/16/2025 0:00,Lunch,820,811,811,SALAD PACIFIC RIM (GF)(VN),96,1/2 Cup,96,1/2 Cup
9/16/2025 0:00,Lunch,820,811,811,BEEF GROUND TACO (GF)(H)(T9),2280,1/4 Cup,2280,1/4 Cup
9/16/2025 0:00,Lunch,820,811,811,RICE WHITE LIME CILANTRO (GF)(VN)(T9),650,1/2 Cup,650,1/2 Cup
9/16/2025 0:00,Lunch,820,811,811,BEANS BLACK SPICY CANNED (GF)(VN)(T9),300,1/2 Cup,300,1/2 Cup
9/16/2025 0:00,Lunch,820,811,811,TACO SHELLS (VN)(GF)(T9),800,Shell,800,Shell
9/16/2025 0:00,Lunch,820,811,811,UNIT CHOICE MEAL,,TITLE,,TITLE
9/16/2025 0:00,Lunch,820,811,811,VEGETABLES ROASTED (GF)(VN)(T9),100,1 oz Serving,100,1 oz Serving
9/16/2025 0:00,Lunch,820,811,811,FLATBREAD PIZZA PEPPERONI (H),400,Slice,400,Slice
9/16/2025 0:00,Lunch,820,811,811,FLATBREAD PIZZA CHEESE (VGT),400,Slice,400,Slice
9/16/2025 0:00,Lunch,820,811,811,ONION RINGS BATTERED FRIED (VGT),,1/2 Cup,,1/2 Cup
9/16/2025 0:00,Lunch,820,811,811,BUNS HAMBURGER METRO (VN),,Bun,,Bun
9/16/2025 0:00,Lunch,820,811,811,DELI TURKEY BREAST (GF)(H)(T9),,Ounce,,Ounce
9/16/2025 0:00,Lunch,820,811,811,POTATOES STEAK FRIES (VN),,1/2 Cup,,1/2 Cup
9/16/2025 0:00,Lunch,820,811,811,POTATOES FRIES CURLY SEASONED (VN),,1/2 Cup,,1/2 Cup
9/16/2025 0:00,Lunch,820,811,811,ONION RINGS BATTERED FRIED (VGT),800,1/2 Cup,800,1/2 Cup
9/16/2025 0:00,Lunch,820,811,811,CHIPS TORTILLA (GF)(VN)(T9),300,1 oz Serving,300,1 oz Serving
9/16/2025 0:00,Lunch,820,811,811,"TORTILLAS FLOUR 6"" (VN)",600,Tortilla,600,Tortilla
9/16/2025 0:00,Lunch,820,811,811,PICKLES DILL CHIPS (GF)(VN)(T9),,7 Chips,,7 Chips
9/16/2025 0:00,Lunch,820,811,811,TOMATOES SLICED (GF)(VN)(T9),300,Slice,300,Slice
9/16/2025 0:00,Lunch,820,811,811,LETTUCE ICEBERG PRESHREDDED (GF)(VN)(T9),200,1 oz Serving,200,1 oz Serving
9/16/2025 0:00,Lunch,820,811,811,ONIONS RED SLICED (GF)(VN)(T9),200,1 oz Serving,200,1 oz Serving
9/16/2025 0:00,Lunch,820,811,811,COOKIES CHOCOLATE CHUNK EB (VGT),402,Cookie,402,Cookie
9/16/2025 0:00,Lunch,820,811,811,COOKIES MAIZE AND BLUE EB (VGT),204,Cookie,204,Cookie
9/16/2025 0:00,Dinner,580,585,585,SPRING ROLLS (VN),800,Roll,800,Roll
9/16/2025 0:00,Dinner,580,585,585,SALSA MILD (GF)(VN)(T9),,1/4 Cup,,1/4 Cup
9/16/2025 0:00,Dinner,580,585,585,LETTUCE ICEBERG PRESHREDDED (GF)(VN)(T9),,1 oz Serving,,1 oz Serving
9/16/2025 0:00,Dinner,580,585,585,SOUR CREAM (GF)(VGT),,1 oz Serving,,1 oz Serving
9/16/2025 0:00,Dinner,580,585,585,SHREDDED MEXICAN CHEESE BLEND(GF)(VGT),,1/8 cup,,1/8 cup
9/16/2025 0:00,Dinner,580,585,585,EDAMAME (GF)(VN),96,1/4 Cup,48,1/4 Cup
9/16/2025 0:00,Dinner,580,585,585,VEGETABLE CHIRASHI (VN),96,8 ounce Serving,64,8 ounce Serving
9/16/2025 0:00,Dinner,580,585,585,BEEF GROUND TACO (GF)(H)(T9),,1/4 Cup,,1/4 Cup
9/16/2025 0:00,Dinner,580,585,585,RICE WHITE LIME CILANTRO (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
9/16/2025 0:00,Dinner,580,585,585,BEANS BLACK SPICY CANNED (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
9/16/2025 0:00,Dinner,580,585,585,TACO SHELLS (VN)(GF)(T9),,Shell,,Shell
9/16/2025 0:00,Dinner,580,585,585,CAVATAPPI W/ MARINARA SAUCE (VN),300,3 oz Serving,300,3 oz Serving
9/16/2025 0:00,Dinner,580,585,585,VEGETABLES ROASTED (GF)(VN)(T9),200,1 oz Serving,200,1 oz Serving
9/16/2025 0:00,Dinner,580,585,585,FLATBREAD PIZZA PEPPERONI (H),300,Slice,300,Slice
9/16/2025 0:00,Dinner,580,585,585,FLATBREAD PIZZA CHEESE (VGT),300,Slice,300,Slice
9/16/2025 0:00,Dinner,580,585,585,SF FRIED RICE THAI SHRIMP (H),450,3 oz Serving,444,3 oz Serving
9/16/2025 0:00,Dinner,580,585,585,SF VEGETABLE BLEND (GF)(VN)(T9),350,1/2 cup,160,1/2 cup
9/16/2025 0:00,Dinner,580,585,585,SAUCE SWEET CHILI (VN)(GF)(T9),300,Ounce,64,Ounce
9/16/2025 0:00,Dinner,580,585,585,CHIPS TORTILLA (GF)(VN)(T9),,1 oz Serving,,1 oz Serving
9/16/2025 0:00,Dinner,580,585,585,"TORTILLAS FLOUR 6"" (VN)",,Tortilla,,Tortilla
9/16/2025 0:00,Dinner,580,585,585,CAKE LEMON CREAM (VGT),140,Piece,80,Piece
9/16/2025 0:00,Dinner,580,585,585,COOKIES CHOC THUMB COCONUT (VN),100,Cookie,100,Cookie
9/16/2025 0:00,Dinner,580,585,585,COOKIES CHOCOLATE CHUNK EB (VGT),72,Cookie,72,Cookie
9/17/2025 0:00,Breakfast,295,373,373,SMOOTHIE PASSIONFRUIT MANGO (GF)(VGT),0,6 oz,0,6 oz
9/17/2025 0:00,Breakfast,295,373,373,FRENCH TOAST CINNAMON SWIRL (VGT),180,1 Slice,180,1 Slice
9/17/2025 0:00,Breakfast,295,373,373,HOT CEREAL OATMEAL (VN),,8 oz Cup,,8 oz Cup
9/17/2025 0:00,Breakfast,295,373,373,VEGETABLES SAUTEED (GF)(VN)(T9),50,1/2 Cup,50,1/2 Cup
9/17/2025 0:00,Breakfast,295,373,373,TOFU SCRAMBLE BRUSCHETTA (GF)(VN),40,1/2 cup,29,1/2 cup
9/17/2025 0:00,Breakfast,295,373,373,EGGS SCRAMBLED (GF)(VGT),432,1/2 cup Serving,432,1/2 cup Serving
9/17/2025 0:00,Breakfast,295,373,373,SAUSAGE LINKS PORK (GF)(T9),267,2 Links,444,2 Links
9/17/2025 0:00,Breakfast,295,373,373,PATATAS BRAVAS (VGT),200,1/2 Cup,267,1/2 Cup
9/17/2025 0:00,Breakfast,295,373,373,WAFFLES BELGIAN PREMADE (VGT),,Waffle,,Waffle
9/17/2025 0:00,Breakfast,295,373,373,MUFFINS CAPPUCCINO CHOC CHIP BATTER(VGT),36,Muffin,48,Muffin
9/17/2025 0:00,Breakfast,295,373,373,MUFFINS APPLE CINNAMON BATTER (VGT),36,Muffin,48,Muffin
9/17/2025 0:00,Breakfast,295,373,373,DONUTS CHOCOLATE ICED (VGT),36,Donut,48,Donut
9/17/2025 0:00,Lunch,780,817,817,COOKIES OATMEAL RAISIN EB (VGT),0,Cookie,0,Cookie
9/17/2025 0:00,Lunch,780,817,817,APPLE PANDOWDY (VGT),0,1/2 Cup,0,1/2 Cup
9/17/2025 0:00,Lunch,780,817,817,BREAD CIABATTA GARLIC (VN),,Piece,1100,Piece
9/17/2025 0:00,Lunch,780,817,817,SAUCE CARBONARA (GF),,1/4 Cup,,1/4 Cup
9/17/2025 0:00,Lunch,780,817,817,CHIPS PITA FRIED (VN),,4 Chips,,4 Chips
9/17/2025 0:00,Lunch,780,817,817,PITA WEDGES (VN),,4 Pieces,,4 Pieces
9/17/2025 0:00,Lunch,780,817,817,HUMMUS (GF)(VN),,1 oz Serving,,1 oz Serving
9/17/2025 0:00,Lunch,780,817,817,SALAD QUINOA MEDITERRANEAN (VGT)(GF),,Salad,,Salad
9/17/2025 0:00,Lunch,780,817,817,SF TEMPEH THAI CURRY COCONUT (VN),120,1/2 Cup,40,1/2 Cup
9/17/2025 0:00,Lunch,780,817,817,NOODLES RICE (VN)(GF)(T9),120,3 oz Serving,10,3 oz Serving
9/17/2025 0:00,Lunch,780,817,817,VEGETABLES ROASTED (GF)(VN)(T9),120,1 oz Serving,0,1 oz Serving
9/17/2025 0:00,Lunch,780,817,817,CHICKEN DRUMSTICKS BBQ (GF)(H)(T9),500,2 Drumsticks,450,2 Drumsticks
9/17/2025 0:00,Lunch,780,817,817,POTATOES SWEET CAJUN STYLE (GF)(VN)(T9),380,1/2 Cup,160,1/2 Cup
9/17/2025 0:00,Lunch,780,817,817,VEGETABLES ROASTED (GF)(VN)(T9),380,1 oz Serving,209,1 oz Serving
9/17/2025 0:00,Lunch,780,817,817,PASTA CAVATAPPI (VN),600,3 oz Serving,1000,3 oz Serving
9/17/2025 0:00,Lunch,780,817,817,SAUCE TOMATO BASIL (GF)(VN)(T9),300,1/2 Cup,506,1/2 Cup
9/17/2025 0:00,Lunch,780,817,817,SAUCE ALFREDO HOMEMADE (VGT),350,1/4 Cup,342,1/4 Cup
9/17/2025 0:00,Lunch,780,817,817,SAUCE MUSHROOM CREAMY (GF)(VGT),,2 oz Portion,,2 oz Portion
9/17/2025 0:00,Lunch,780,817,817,BROCCOLI ROASTED (GF)(VN)(T9),300,3 oz Serving,380,3 oz Serving
9/17/2025 0:00,Lunch,780,817,817,SAUCE MEAT (GF)(H)(T9),300,1/2 Cup,300,1/2 Cup
9/17/2025 0:00,Lunch,780,817,817,FLATBREAD PIZZA BBQ CHICKEN THIGH,300,Slice,288,Slice
9/17/2025 0:00,Lunch,780,817,817,FLATBREAD PIZZA CHEESE (VGT),300,Slice,160,Slice
9/17/2025 0:00,Lunch,780,817,817,BRATWURST DEARBORN WHITE,900,Bratwurst,800,Bratwurst
9/17/2025 0:00,Lunch,780,817,817,POTATOES HOT GERMAN (GF)(VN)(T9),650,1/2 Cup,560,1/2 Cup
9/17/2025 0:00,Lunch,780,817,817,COOKIES CHOCOLATE CHUNK EB (VGT),408,Cookie,153,Cookie
9/17/2025 0:00,Lunch,780,817,817,COOKIES WHITE CHOC MACADAMIA EB (VGT),,Cookie,160,Cookie
9/17/2025 0:00,Dinner,485,560,560,BREAD CIABATTA GARLIC (VN),,Piece,,Piece
9/17/2025 0:00,Dinner,485,560,560,BRATWURST DEARBORN WHITE,,Bratwurst,,Bratwurst
9/17/2025 0:00,Dinner,485,560,560,POTATOES HOT GERMAN (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
9/17/2025 0:00,Dinner,485,560,560,CHIPS PITA FRIED (VN),,4 Chips,,4 Chips
9/17/2025 0:00,Dinner,485,560,560,PITA WEDGES (VN),,4 Pieces,,4 Pieces
9/17/2025 0:00,Dinner,485,560,560,HUMMUS (GF)(VN),,1 oz Serving,,1 oz Serving
9/17/2025 0:00,Dinner,485,560,560,SALAD QUINOA MEDITERRANEAN (VGT)(GF),,Salad,,Salad
9/17/2025 0:00,Dinner,485,560,560,EGGPLANT ROASTED (GF)(VN)(T9),120,6 oz Serving,53,6 oz Serving
9/17/2025 0:00,Dinner,485,560,560,SAUCE SOFRITO (GF)(VN)(T9),120,2 oz Serving,91,2 oz Serving
9/17/2025 0:00,Dinner,485,560,560,BEANS BLACK AND BROWN RICE(GF)(VN)(T9),120,1/2 Cup,107,1/2 Cup
9/17/2025 0:00,Dinner,485,560,560,ASPARAGUS GRILLED W/CHERRIES(GF)(VN)(T9),140,3 oz. Serving,107,3 oz. Serving
9/17/2025 0:00,Dinner,485,560,560,CHIVES FRESH CHOPPED (GF)(VN)(T9),,Tablespoon,,Tablespoon
9/17/2025 0:00,Dinner,485,560,560,WHITEFISH BROWN SUGAR BAKED (GF)(H),350,3 oz Serving,240,3 oz Serving
9/17/2025 0:00,Dinner,485,560,560,VEGETABLES ROASTED MICHIGAN (GF)(VN)(T9),325,1/2 Cup,160,1/2 Cup
9/17/2025 0:00,Dinner,485,560,560,PASTA CAVATAPPI (VN),,3 oz Serving,,3 oz Serving
9/17/2025 0:00,Dinner,485,560,560,SAUCE TOMATO BASIL (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
9/17/2025 0:00,Dinner,485,560,560,SAUCE ALFREDO HOMEMADE (VGT),,1/4 Cup,,1/4 Cup
9/17/2025 0:00,Dinner,485,560,560,SAUCE MEAT (GF)(H)(T9),,1/2 Cup,,1/2 Cup
9/17/2025 0:00,Dinner,485,560,560,VEGETABLES ROASTED (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
9/17/2025 0:00,Dinner,485,560,560,FLATBREAD PIZZA BBQ CHICKEN THIGH,348,Slice,348,Slice
9/17/2025 0:00,Dinner,485,560,560,FLATBREAD PIZZA CHEESE (VGT),300,Slice,300,Slice
9/17/2025 0:00,Dinner,485,560,560,COOKIE KEY LIME (VN),50,Cookie,50,Cookie
9/17/2025 0:00,Dinner,485,560,560,COOKIES CHOCOLATE CHUNK EB (VGT),72,Cookie,72,Cookie
9/18/2025 0:00,Breakfast,305,283,283,SMOOTHIE PASSIONFRUIT MANGO (GF)(VGT),0,6 oz,0,6 oz
9/18/2025 0:00,Breakfast,305,283,283,POTATOES HASH BROWNS (GF)(VN),200,1/2 Cup,200,1/2 Cup
9/18/2025 0:00,Breakfast,305,283,283,HOT CEREAL OATMEAL (VN),,8 oz Cup,,8 oz Cup
9/18/2025 0:00,Breakfast,305,283,283,VEGETABLES SAUTEED (GF)(VN)(T9),50,1/2 Cup,50,1/2 Cup
9/18/2025 0:00,Breakfast,305,283,283,TOFU SCRAMBLE BRUSCHETTA (GF)(VN),40,1/2 cup,29,1/2 cup
9/18/2025 0:00,Breakfast,305,283,283,EGGS SCRAMBLED (GF)(VGT),432,1/2 cup Serving,432,1/2 cup Serving
9/18/2025 0:00,Breakfast,305,283,283,SAUSAGE PATTIES PORK (GF)(T9),320,Patty,427,Patty
9/18/2025 0:00,Breakfast,305,283,283,POTATOES SWEET CAJUN STYLE (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
9/18/2025 0:00,Breakfast,305,283,283,PANCAKES BLUEBERRY BUTTERMILK (VGT),300,Pancake,307,Pancake
9/18/2025 0:00,Breakfast,305,283,283,MUFFINS CHOCOLATE CHOC CHIP BATTER (VGT),36,Muffin,48,Muffin
9/18/2025 0:00,Breakfast,305,283,283,MUFFINS CRANBERRY ORANGE BATTER (VGT),36,Muffin,48,Muffin
9/18/2025 0:00,Breakfast,305,283,283,DANISH ASSORT MINI SCHULS TREE NUT (VGT),36,Danish,48,Danish
9/18/2025 0:00,Lunch,815,811,811,BARS CARAMEL SALTED (VGT),0,Bar,0,Bar
9/18/2025 0:00,Lunch,815,811,811,CHIPS PITA FRIED (VN),,4 Chips,,4 Chips
9/18/2025 0:00,Lunch,815,811,811,PITA WEDGES (VN),,4 Pieces,,4 Pieces
9/18/2025 0:00,Lunch,815,811,811,HUMMUS (GF)(VN),,1 oz Serving,,1 oz Serving
9/18/2025 0:00,Lunch,815,811,811,ARUGULA (GF)(VN)(T9),,Ounce,,Ounce
9/18/2025 0:00,Lunch,815,811,811,SALAD QUINOA MEDITERRANEAN (VGT)(GF),,Salad,,Salad
9/18/2025 0:00,Lunch,815,811,811,SF TOFU COCONUT EAST AFRICAN (VN),120,1/2 Cup,123,1/2 Cup
9/18/2025 0:00,Lunch,815,811,811,RICE MEDIUM GRAIN (GF)(VN)(T9),120,1/2 Cup,80,1/2 Cup
9/18/2025 0:00,Lunch,815,811,811,VEGETABLES ROASTED (GF)(VN)(T9),,1 oz Serving,,1 oz Serving
9/18/2025 0:00,Lunch,815,811,811,CHICKEN THIGH TUSCAN (GF)(H)(T9),480,4 oz Serving,240,4 oz Serving
9/18/2025 0:00,Lunch,815,811,811,POTATO PAPRIKA ROASTED (GF)(VN)(T9),400,3 oz Portion,213,3 oz Portion
9/18/2025 0:00,Lunch,815,811,811,VEGETABLES ROASTED (GF)(VN)(T9),300,1 oz Serving,122,1/2 Cup
9/18/2025 0:00,Lunch,815,811,811,BEEF PASILLA TORTILLA CASSEROLE (GF)(H),400,Piece (4 oz),231,Piece (4 oz)
9/18/2025 0:00,Lunch,815,811,811,CORN W/ CUMIN CHILI & TOMATO(GF)(VN)(T9),280,1/2 Cup,140,1/2 Cup
9/18/2025 0:00,Lunch,815,811,811,SALSA MILD (GF)(VN)(T9),200,1/4 Cup,160,1/4 Cup
9/18/2025 0:00,Lunch,815,811,811,SOUR CREAM (GF)(VGT),200,1 oz Serving,64,1 oz Serving
9/18/2025 0:00,Lunch,815,811,811,FLATBREAD PIZZA PEPPERONI (H),300,Slice,216,Slice
9/18/2025 0:00,Lunch,815,811,811,FLATBREAD PIZZA CHEESE (VGT),300,Slice,216,Slice
9/18/2025 0:00,Lunch,815,811,811,POTATOES SWEET POTATO FRIES (VN),600,1/2 Cup,582,1/2 Cup
9/18/2025 0:00,Lunch,815,811,811,CHICKEN PATTY,,Patty,,Patty
9/18/2025 0:00,Lunch,815,811,811,BUN BRIOCHE (VGT),,Bun,,Bun
9/18/2025 0:00,Lunch,815,811,811,SLAW KOREAN SESAME SPICY (VN),,2 oz,,2 oz
9/18/2025 0:00,Lunch,815,811,811,SANDWICH CHICKEN CRISPY SLAW MANGO,1240,Sandwich,1080,Sandwich
9/18/2025 0:00,Lunch,815,811,811,COOKIES CHOCOLATE CHUNK EB (VGT),408,Cookie,388,Cookie
9/18/2025 0:00,Lunch,815,811,811,COOKIES MAIZE AND BLUE EB (VGT),204,Cookie,168,Cookie
9/18/2025 0:00,Dinner,550,585,585,SANDWICH CHICKEN CRISPY SLAW MANGO,,Sandwich,,Sandwich
9/18/2025 0:00,Dinner,550,585,585,CHIPS PITA FRIED (VN),,4 Chips,,4 Chips
9/18/2025 0:00,Dinner,550,585,585,PITA WEDGES (VN),,4 Pieces,,4 Pieces
9/18/2025 0:00,Dinner,550,585,585,HUMMUS (GF)(VN),,1 oz Serving,,1 oz Serving
9/18/2025 0:00,Dinner,550,585,585,SALAD QUINOA MEDITERRANEAN (VGT)(GF),,Salad,,Salad
9/18/2025 0:00,Dinner,550,585,585,TOFU CHURRASCO (GF)(VN),120,2 oz Serving,120,2 oz Serving
9/18/2025 0:00,Dinner,550,585,585,RICE SAVORY (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
9/18/2025 0:00,Dinner,550,585,585,BRUSSELS SPROUTS ROASTED (GF)(VN)(T9),,3 oz Serving,,3 oz Serving
9/18/2025 0:00,Dinner,550,585,585,CHICKEN THIGH CHILI MARINATED(GF)(H)(T9),533,3 oz Serving,421,3 oz Serving
9/18/2025 0:00,Dinner,550,585,585,RICE SAVORY (GF)(VN)(T9),375,1/2 Cup,160,1/2 Cup
9/18/2025 0:00,Dinner,550,585,585,BRUSSELS SPROUTS ROASTED (GF)(VN)(T9),300,3 oz Serving,320,3 oz Serving
9/18/2025 0:00,Dinner,550,585,585,FLATBREAD PIZZA PEPPERONI (H),300,Slice,272,Slice
9/18/2025 0:00,Dinner,550,585,585,FLATBREAD PIZZA CHEESE (VGT),300,Slice,240,Slice
9/18/2025 0:00,Dinner,550,585,585,POTATOES SWEET POTATO FRIES (VN),,1/2 Cup,,1/2 Cup
9/18/2025 0:00,Dinner,550,585,585,COOKIE CARDAMOM ORANGE (VN),50,Cookie,25,Cookie
9/18/2025 0:00,Dinner,550,585,585,COOKIES MAIZE AND BLUE EB (VGT),200,Cookie,160,Cookie
9/18/2025 0:00,Dinner,550,585,585,COOKIES CHOCOLATE CHUNK EB (VGT),200,Cookie,150,Cookie
9/19/2025 0:00,Breakfast,260,310,310,SMOOTHIE PASSIONFRUIT MANGO (GF)(VGT),0,6 oz,0,6 oz
9/19/2025 0:00,Breakfast,260,310,310,HOT CEREAL OATMEAL (VN),,8 oz Cup,,8 oz Cup
9/19/2025 0:00,Breakfast,260,310,310,VEGETABLES SAUTEED (GF)(VN)(T9),40,1/2 Cup,120,1/2 Cup
9/19/2025 0:00,Breakfast,260,310,310,TOFU SCRAMBLE BRUSCHETTA (GF)(VN),24,1/2 cup,71,1/2 cup
9/19/2025 0:00,Breakfast,260,310,310,EGGS SCRAMBLED (GF)(VGT),360,1/2 cup Serving,216,1/2 cup Serving
9/19/2025 0:00,Breakfast,260,310,310,SAUSAGE PATTIES CHICKEN (GF)(T9),,Patty,240,Patty
9/19/2025 0:00,Breakfast,260,310,310,POTATOES LYONNAISE (GF)(VN)(T9),140,1/2 Cup,213,1/2 Cup
9/19/2025 0:00,Breakfast,260,310,310,BREAD CINNAMON PULL APART (VGT),160,Serving,166,Serving
9/19/2025 0:00,Breakfast,260,310,310,SAUSAGE PATTIES TURKEY (GF)(T9),0,Patty,0,Patty
9/19/2025 0:00,Breakfast,260,310,310,MUFFINS BLUEBERRY BATTER (VGT),24,Muffin,48,Muffin
9/19/2025 0:00,Breakfast,260,310,310,MUFFINS LEMON POPPYSEED (VGT),24,Muffin,48,Muffin
9/19/2025 0:00,Breakfast,260,310,310,DONUTS GLAZED VANILLA (VGT),24,Donut,48,Donut
9/19/2025 0:00,Lunch,720,734,734,BARS RICE KRISPIE TREATS SCRATCH,0,Bar,0,Bar
9/19/2025 0:00,Lunch,720,734,734,BEEF BRISKET CAROLINA (GF)(H)(T9),,4 oz Serving,400,4 oz Serving
9/19/2025 0:00,Lunch,720,734,734,POTATOES SWEET POTATO FRIES (VN),,1/2 Cup,349,1/2 Cup
9/19/2025 0:00,Lunch,720,734,734,CHIPS PITA FRIED (VN),,4 Chips,,4 Chips
9/19/2025 0:00,Lunch,720,734,734,PITA WEDGES (VN),,4 Pieces,,4 Pieces
9/19/2025 0:00,Lunch,720,734,734,HUMMUS (GF)(VN),,1 oz Serving,,1 oz Serving
9/19/2025 0:00,Lunch,720,734,734,SALAD QUINOA MEDITERRANEAN (VGT)(GF),,Salad,,Salad
9/19/2025 0:00,Lunch,720,734,734,BOWL DONBURI TOFU RICE (VN),120,Bowl,63,Bowl
9/19/2025 0:00,Lunch,720,734,734,CARROTS SHREDDED (GF)(VN)(T9),,1 oz Serving,,1 oz Serving
9/19/2025 0:00,Lunch,720,734,734,MUSHROOMS SLICED (GF)(VN)(T9),,1 oz Serving,,1 oz Serving
9/19/2025 0:00,Lunch,720,734,734,BROTH DONBURI (VN),,1/4 Cup,,1/4 Cup
9/19/2025 0:00,Lunch,720,734,734,RICE MEDIUM GRAIN (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
9/19/2025 0:00,Lunch,720,734,734,SALAD TOFU (GF)(VN),,4 oz Serving,,4 oz Serving
9/19/2025 0:00,Lunch,720,734,734,SESAME SEEDS BLACK AND WHITE (GF)(VN),,0.05 oz,,0.05 oz
9/19/2025 0:00,Lunch,720,734,734,SLAW EAST CAROLINA (GF)(VN)(T9),140,2 oz Serving,80,2 oz Serving
